support,itemsets
0.5301724137931034,"frozenset({'anti-satellite-test-ban', 'export-administration-act-south-africa'})"
0.4482758620689655,"frozenset({'mx-missile', 'aid-to-nicaraguan-contras'})"
0.3017241379310345,"frozenset({'aid-to-nicaraguan-contras', 'immigration'})"
0.3232758620689655,"frozenset({'aid-to-nicaraguan-contras', 'duty-free-exports'})"
0.5043103448275862,"frozenset({'aid-to-nicaraguan-contras', 'export-administration-act-south-africa'})"
0.47844827586206895,"frozenset({'mx-missile', 'export-administration-act-south-africa'})"
0.3017241379310345,"frozenset({'superfund-right-to-sue', 'immigration'})"
0.36637931034482757,"frozenset({'crime', 'immigration'})"
0.4698275862068966,"frozenset({'export-administration-act-south-africa', 'immigration'})"
0.41379310344827586,"frozenset({'superfund-right-to-sue', 'education-spending'})"
0.4482758620689655,"frozenset({'crime', 'education-spending'})"
0.4827586206896552,"frozenset({'crime', 'superfund-right-to-sue'})"
0.375,"frozenset({'export-administration-act-south-africa', 'superfund-right-to-sue'})"
0.46551724137931033,"frozenset({'export-administration-act-south-africa', 'crime'})"
0.34913793103448276,"frozenset({'export-administration-act-south-africa', 'duty-free-exports'})"
0.3146551724137931,"frozenset({'adoption-of-the-budget-resolution', 'export-administration-act-south-africa', 'handicapped-infants'})"
0.30603448275862066,"frozenset({'anti-satellite-test-ban', 'export-administration-act-south-africa', 'handicapped-infants'})"
0.3017241379310345,"frozenset({'aid-to-nicaraguan-contras', 'export-administration-act-south-africa', 'handicapped-infants'})"
0.3879310344827586,"frozenset({'anti-satellite-test-ban', 'adoption-of-the-budget-resolution', 'aid-to-nicaraguan-contras'})"
0.3620689655172414,"frozenset({'anti-satellite-test-ban', 'mx-missile', 'adoption-of-the-budget-resolution'})"
0.4267241379310345,"frozenset({'anti-satellite-test-ban', 'adoption-of-the-budget-resolution', 'export-administration-act-south-africa'})"
0.3922413793103448,"frozenset({'mx-missile', 'adoption-of-the-budget-resolution', 'aid-to-nicaraguan-contras'})"
0.4482758620689655,"frozenset({'adoption-of-the-budget-resolution', 'aid-to-nicaraguan-contras', 'export-administration-act-south-africa'})"
0.41810344827586204,"frozenset({'mx-missile', 'adoption-of-the-budget-resolution', 'export-administration-act-south-africa'})"
0.3103448275862069,"frozenset({'adoption-of-the-budget-resolution', 'export-administration-act-south-africa', 'immigration'})"
0.3017241379310345,"frozenset({'adoption-of-the-budget-resolution', 'export-administration-act-south-africa', 'duty-free-exports'})"
0.4267241379310345,"frozenset({'el-salvador-aid', 'religious-groups-in-schools', 'physician-fee-freeze'})"
0.41379310344827586,"frozenset({'physician-fee-freeze', 'el-salvador-aid', 'education-spending'})"
0.4051724137931034,"frozenset({'el-salvador-aid', 'superfund-right-to-sue', 'physician-fee-freeze'})"
0.45689655172413796,"frozenset({'el-salvador-aid', 'crime', 'physician-fee-freeze'})"
0.3879310344827586,"frozenset({'physician-fee-freeze', 'religious-groups-in-schools', 'education-spending'})"
0.3793103448275862,"frozenset({'religious-groups-in-schools', 'superfund-right-to-sue', 'physician-fee-freeze'})"
0.41810344827586204,"frozenset({'crime', 'religious-groups-in-schools', 'physician-fee-freeze'})"
0.3706896551724138,"frozenset({'physician-fee-freeze', 'superfund-right-to-sue', 'education-spending'})"
0.40948275862068967,"frozenset({'physician-fee-freeze', 'crime', 'education-spending'})"
0.40086206896551724,"frozenset({'crime', 'superfund-right-to-sue', 'physician-fee-freeze'})"
0.3146551724137931,"frozenset({'export-administration-act-south-africa', 'crime', 'physician-fee-freeze'})"
0.41810344827586204,"frozenset({'el-salvador-aid', 'religious-groups-in-schools', 'education-spending'})"
0.4396551724137931,"frozenset({'religious-groups-in-schools', 'el-salvador-aid', 'superfund-right-to-sue'})"
0.4827586206896552,"frozenset({'el-salvador-aid', 'crime', 'religious-groups-in-schools'})"
0.3448275862068966,"frozenset({'el-salvador-aid', 'export-administration-act-south-africa', 'religious-groups-in-schools'})"
0.39655172413793105,"frozenset({'el-salvador-aid', 'superfund-right-to-sue', 'education-spending'})"
0.4396551724137931,"frozenset({'el-salvador-aid', 'crime', 'education-spending'})"
0.4482758620689655,"frozenset({'el-salvador-aid', 'crime', 'superfund-right-to-sue'})"
0.34913793103448276,"frozenset({'el-salvador-aid', 'crime', 'export-administration-act-south-africa'})"
0.3879310344827586,"frozenset({'religious-groups-in-schools', 'superfund-right-to-sue', 'education-spending'})"
0.41810344827586204,"frozenset({'crime', 'religious-groups-in-schools', 'education-spending'})"
0.4482758620689655,"frozenset({'religious-groups-in-schools', 'crime', 'superfund-right-to-sue'})"
0.3232758620689655,"frozenset({'religious-groups-in-schools', 'export-administration-act-south-africa', 'superfund-right-to-sue'})"
0.3706896551724138,"frozenset({'export-administration-act-south-africa', 'crime', 'religious-groups-in-schools'})"
0.3922413793103448,"frozenset({'anti-satellite-test-ban', 'mx-missile', 'aid-to-nicaraguan-contras'})"
0.44396551724137934,"frozenset({'anti-satellite-test-ban', 'aid-to-nicaraguan-contras', 'export-administration-act-south-africa'})"
0.41810344827586204,"frozenset({'anti-satellite-test-ban', 'mx-missile', 'export-administration-act-south-africa'})"
0.3103448275862069,"frozenset({'anti-satellite-test-ban', 'export-administration-act-south-africa', 'immigration'})"
0.4396551724137931,"frozenset({'mx-missile', 'aid-to-nicaraguan-contras', 'export-administration-act-south-africa'})"
0.3017241379310345,"frozenset({'aid-to-nicaraguan-contras', 'export-administration-act-south-africa', 'immigration'})"
0.3146551724137931,"frozenset({'duty-free-exports', 'export-administration-act-south-africa', 'aid-to-nicaraguan-contras'})"
0.40086206896551724,"frozenset({'crime', 'superfund-right-to-sue', 'education-spending'})"
0.3146551724137931,"frozenset({'export-administration-act-south-africa', 'crime', 'superfund-right-to-sue'})"
0.3448275862068966,"frozenset({'anti-satellite-test-ban', 'mx-missile', 'adoption-of-the-budget-resolution', 'aid-to-nicaraguan-contras'})"
0.3879310344827586,"frozenset({'anti-satellite-test-ban', 'adoption-of-the-budget-resolution', 'aid-to-nicaraguan-contras', 'export-administration-act-south-africa'})"
0.3620689655172414,"frozenset({'anti-satellite-test-ban', 'mx-missile', 'adoption-of-the-budget-resolution', 'export-administration-act-south-africa'})"
0.3922413793103448,"frozenset({'mx-missile', 'adoption-of-the-budget-resolution', 'export-administration-act-south-africa', 'aid-to-nicaraguan-contras'})"
0.3879310344827586,"frozenset({'physician-fee-freeze', 'el-salvador-aid', 'religious-groups-in-schools', 'education-spending'})"
0.3793103448275862,"frozenset({'religious-groups-in-schools', 'el-salvador-aid', 'superfund-right-to-sue', 'physician-fee-freeze'})"
0.41810344827586204,"frozenset({'el-salvador-aid', 'crime', 'religious-groups-in-schools', 'physician-fee-freeze'})"
0.3706896551724138,"frozenset({'physician-fee-freeze', 'el-salvador-aid', 'superfund-right-to-sue', 'education-spending'})"
0.40948275862068967,"frozenset({'physician-fee-freeze', 'el-salvador-aid', 'crime', 'education-spending'})"
0.39655172413793105,"frozenset({'el-salvador-aid', 'crime', 'superfund-right-to-sue', 'physician-fee-freeze'})"
0.34913793103448276,"frozenset({'religious-groups-in-schools', 'physician-fee-freeze', 'superfund-right-to-sue', 'education-spending'})"
0.38362068965517243,"frozenset({'physician-fee-freeze', 'crime', 'religious-groups-in-schools', 'education-spending'})"
0.3706896551724138,"frozenset({'religious-groups-in-schools', 'crime', 'superfund-right-to-sue', 'physician-fee-freeze'})"
0.36637931034482757,"frozenset({'physician-fee-freeze', 'crime', 'superfund-right-to-sue', 'education-spending'})"
0.375,"frozenset({'religious-groups-in-schools', 'el-salvador-aid', 'superfund-right-to-sue', 'education-spending'})"
0.41379310344827586,"frozenset({'el-salvador-aid', 'crime', 'religious-groups-in-schools', 'education-spending'})"
0.4224137931034483,"frozenset({'religious-groups-in-schools', 'el-salvador-aid', 'crime', 'superfund-right-to-sue'})"
0.31896551724137934,"frozenset({'el-salvador-aid', 'crime', 'religious-groups-in-schools', 'export-administration-act-south-africa'})"
0.3922413793103448,"frozenset({'el-salvador-aid', 'crime', 'superfund-right-to-sue', 'education-spending'})"
0.375,"frozenset({'religious-groups-in-schools', 'crime', 'superfund-right-to-sue', 'education-spending'})"
0.3922413793103448,"frozenset({'anti-satellite-test-ban', 'mx-missile', 'aid-to-nicaraguan-contras', 'export-administration-act-south-africa'})"
0.3448275862068966,"frozenset({'anti-satellite-test-ban', 'adoption-of-the-budget-resolution', 'mx-missile', 'aid-to-nicaraguan-contras', 'export-administration-act-south-africa'})"
0.34913793103448276,"frozenset({'physician-fee-freeze', 'el-salvador-aid', 'superfund-right-to-sue', 'education-spending', 'religious-groups-in-schools'})"
0.38362068965517243,"frozenset({'physician-fee-freeze', 'el-salvador-aid', 'crime', 'education-spending', 'religious-groups-in-schools'})"
0.3706896551724138,"frozenset({'physician-fee-freeze', 'el-salvador-aid', 'crime', 'superfund-right-to-sue', 'religious-groups-in-schools'})"
0.36637931034482757,"frozenset({'physician-fee-freeze', 'el-salvador-aid', 'crime', 'superfund-right-to-sue', 'education-spending'})"
0.3448275862068966,"frozenset({'physician-fee-freeze', 'crime', 'superfund-right-to-sue', 'education-spending', 'religious-groups-in-schools'})"
0.3706896551724138,"frozenset({'el-salvador-aid', 'crime', 'superfund-right-to-sue', 'education-spending', 'religious-groups-in-schools'})"
0.3448275862068966,"frozenset({'physician-fee-freeze', 'el-salvador-aid', 'crime', 'superfund-right-to-sue', 'education-spending', 'religious-groups-in-schools'})"
