antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'aid-to-nicaraguan-contras'}),frozenset({'export-administration-act-south-africa'}),0.5129310344827587,0.8146551724137931,0.5043103448275862,0.9831932773109242,1.2068827531012403,0.08644842449464912,11.028017241379201,0.3519400953029268
frozenset({'export-administration-act-south-africa'}),frozenset({'aid-to-nicaraguan-contras'}),0.8146551724137931,0.5129310344827587,0.5043103448275862,0.619047619047619,1.2068827531012403,0.08644842449464912,1.2785560344827582,0.9248658318425752
frozenset({'superfund-right-to-sue'}),frozenset({'religious-groups-in-schools'}),0.5474137931034483,0.6422413793103449,0.49137931034482757,0.8976377952755905,1.397664218147228,0.13980752080856118,3.4950265251989374,0.6286549707602337
frozenset({'religious-groups-in-schools'}),frozenset({'superfund-right-to-sue'}),0.6422413793103449,0.5474137931034483,0.49137931034482757,0.7651006711409395,1.397664218147228,0.13980752080856118,1.9267241379310336,0.7952864087930668
"frozenset({'religious-groups-in-schools', 'el-salvador-aid'})",frozenset({'crime'}),0.5129310344827587,0.6422413793103449,0.4827586206896552,0.9411764705882353,1.465455981050138,0.1533330856123662,6.081896551724136,0.6521017699115043
"frozenset({'religious-groups-in-schools', 'crime'})",frozenset({'el-salvador-aid'}),0.5387931034482759,0.5517241379310345,0.4827586206896552,0.8959999999999999,1.6239999999999999,0.1854934601664685,4.310344827586203,0.8331108144192257
"frozenset({'el-salvador-aid', 'crime'})",frozenset({'religious-groups-in-schools'}),0.521551724137931,0.6422413793103449,0.4827586206896552,0.9256198347107438,1.4412335681402184,0.1477965219976219,4.8098659003831425,0.6398809523809523
frozenset({'religious-groups-in-schools'}),"frozenset({'el-salvador-aid', 'crime'})",0.6422413793103449,0.521551724137931,0.4827586206896552,0.7516778523489933,1.4412335681402186,0.1477965219976219,1.9267241379310347,0.8557444061962135
frozenset({'el-salvador-aid'}),"frozenset({'religious-groups-in-schools', 'crime'})",0.5517241379310345,0.5387931034482759,0.4827586206896552,0.875,1.6239999999999999,0.1854934601664685,3.6896551724137927,0.8571428571428571
frozenset({'crime'}),"frozenset({'religious-groups-in-schools', 'el-salvador-aid'})",0.6422413793103449,0.5129310344827587,0.4827586206896552,0.7516778523489933,1.465455981050138,0.1533330856123662,1.961439888164026,0.8878012048192769
frozenset({'superfund-right-to-sue'}),frozenset({'crime'}),0.5474137931034483,0.6422413793103449,0.4827586206896552,0.8818897637795275,1.3731437932674522,0.1311868311533888,3.0290229885057465,0.6004251700680271
frozenset({'crime'}),frozenset({'superfund-right-to-sue'}),0.6422413793103449,0.5474137931034483,0.4827586206896552,0.7516778523489933,1.3731437932674524,0.1311868311533888,1.8225768872320598,0.7595740103270223
frozenset({'mx-missile'}),frozenset({'export-administration-act-south-africa'}),0.4870689655172414,0.8146551724137931,0.47844827586206895,0.9823008849557522,1.2057873296811348,0.08165502378121281,10.47198275862067,0.33272768566886196
frozenset({'crime'}),frozenset({'physician-fee-freeze'}),0.6422413793103449,0.4870689655172414,0.47844827586206895,0.7449664429530201,1.5294886262398288,0.16563243162901303,2.011229582577132,0.9676544013893409
frozenset({'physician-fee-freeze'}),frozenset({'crime'}),0.4870689655172414,0.6422413793103449,0.47844827586206895,0.9823008849557522,1.5294886262398288,0.16563243162901303,20.213362068965484,0.6749186160950864
frozenset({'immigration'}),frozenset({'export-administration-act-south-africa'}),0.5517241379310345,0.8146551724137931,0.4698275862068966,0.8515625,1.0453042328042328,0.020362663495838318,1.2486388384754987,0.09668313338038122
frozenset({'religious-groups-in-schools'}),frozenset({'export-administration-act-south-africa'}),0.6422413793103449,0.8146551724137931,0.4698275862068966,0.7315436241610738,0.8979794751606831,-0.05337767538644478,0.6904094827586204,-0.2410234899328862
frozenset({'superfund-right-to-sue'}),frozenset({'el-salvador-aid'}),0.5474137931034483,0.5517241379310345,0.46551724137931033,0.8503937007874015,1.5413385826771653,0.16349583828775266,2.996370235934663,0.7760141093474426
frozenset({'el-salvador-aid'}),frozenset({'superfund-right-to-sue'}),0.5517241379310345,0.5474137931034483,0.46551724137931033,0.84375,1.5413385826771653,0.16349583828775266,2.896551724137931,0.7834757834757834
frozenset({'el-salvador-aid'}),frozenset({'physician-fee-freeze'}),0.5517241379310345,0.4870689655172414,0.46551724137931033,0.84375,1.7323008849557522,0.1967895362663496,3.2827586206896555,0.9430199430199431
frozenset({'physician-fee-freeze'}),frozenset({'el-salvador-aid'}),0.4870689655172414,0.5517241379310345,0.46551724137931033,0.9557522123893805,1.7323008849557522,0.1967895362663496,10.131034482758604,0.8241518829754124
frozenset({'crime'}),frozenset({'export-administration-act-south-africa'}),0.6422413793103449,0.8146551724137931,0.46551724137931033,0.7248322147651006,0.8897411313518695,-0.05768802021403102,0.6735702270815809,-0.25727069351230464
"frozenset({'el-salvador-aid', 'crime'})",frozenset({'physician-fee-freeze'}),0.521551724137931,0.4870689655172414,0.45689655172413796,0.8760330578512396,1.798581145322899,0.20286489298454224,4.137643678160919,0.9280129185789565
"frozenset({'el-salvador-aid', 'physician-fee-freeze'})",frozenset({'crime'}),0.46551724137931033,0.6422413793103449,0.45689655172413796,0.9814814814814815,1.528212776534924,0.15792211652794297,19.31896551724141,0.6466828971393792
"frozenset({'crime', 'physician-fee-freeze'})",frozenset({'el-salvador-aid'}),0.47844827586206895,0.5517241379310345,0.45689655172413796,0.9549549549549551,1.7308558558558562,0.1929250891795482,9.951724137931063,0.809605488850772
frozenset({'el-salvador-aid'}),"frozenset({'crime', 'physician-fee-freeze'})",0.5517241379310345,0.47844827586206895,0.45689655172413796,0.8281250000000001,1.7308558558558562,0.1929250891795482,3.0344827586206917,0.9419448476052251
frozenset({'crime'}),"frozenset({'el-salvador-aid', 'physician-fee-freeze'})",0.6422413793103449,0.46551724137931033,0.45689655172413796,0.7114093959731543,1.5282127765349243,0.15792211652794297,1.852044907778669,0.9661286656058198
frozenset({'physician-fee-freeze'}),"frozenset({'el-salvador-aid', 'crime'})",0.4870689655172414,0.521551724137931,0.45689655172413796,0.9380530973451328,1.798581145322899,0.20286489298454224,7.723522167487686,0.8656254954812114
"frozenset({'superfund-right-to-sue', 'religious-groups-in-schools'})",frozenset({'crime'}),0.49137931034482757,0.6422413793103449,0.4482758620689655,0.912280701754386,1.4204639114564936,0.13269173602853745,4.078448275862072,0.5819752281616688
"frozenset({'superfund-right-to-sue', 'crime'})",frozenset({'religious-groups-in-schools'}),0.4827586206896552,0.6422413793103449,0.4482758620689655,0.9285714285714285,1.445829338446788,0.13822829964328176,5.008620689655166,0.596153846153846
"frozenset({'religious-groups-in-schools', 'crime'})",frozenset({'superfund-right-to-sue'}),0.5387931034482759,0.5474137931034483,0.4482758620689655,0.832,1.5198740157480315,0.1533330856123662,2.6939655172413786,0.7416427030913011
frozenset({'superfund-right-to-sue'}),"frozenset({'religious-groups-in-schools', 'crime'})",0.5474137931034483,0.5387931034482759,0.4482758620689655,0.8188976377952756,1.5198740157480313,0.1533330856123662,2.5466641679160413,0.7557692307692306
frozenset({'religious-groups-in-schools'}),"frozenset({'superfund-right-to-sue', 'crime'})",0.6422413793103449,0.4827586206896552,0.4482758620689655,0.697986577181208,1.445829338446788,0.13822829964328176,1.7126436781609193,0.861909175162187
frozenset({'crime'}),"frozenset({'superfund-right-to-sue', 'religious-groups-in-schools'})",0.6422413793103449,0.49137931034482757,0.4482758620689655,0.697986577181208,1.4204639114564936,0.13269173602853745,1.6840996168582374,0.827386468952734
"frozenset({'superfund-right-to-sue', 'el-salvador-aid'})",frozenset({'crime'}),0.46551724137931033,0.6422413793103449,0.4482758620689655,0.962962962962963,1.4993785732040765,0.14930142687277054,9.659482758620705,0.6231389578163772
"frozenset({'superfund-right-to-sue', 'crime'})",frozenset({'el-salvador-aid'}),0.4827586206896552,0.5517241379310345,0.4482758620689655,0.9285714285714285,1.6830357142857142,0.18192627824019025,6.275862068965511,0.7846153846153847
"frozenset({'el-salvador-aid', 'crime'})",frozenset({'superfund-right-to-sue'}),0.521551724137931,0.5474137931034483,0.4482758620689655,0.859504132231405,1.570117784863669,0.1627712544589774,3.221348884381339,0.7589223839223838
frozenset({'superfund-right-to-sue'}),"frozenset({'el-salvador-aid', 'crime'})",0.5474137931034483,0.521551724137931,0.4482758620689655,0.8188976377952756,1.570117784863669,0.1627712544589774,2.6418665667166414,0.8022893772893772
frozenset({'el-salvador-aid'}),"frozenset({'superfund-right-to-sue', 'crime'})",0.5517241379310345,0.4827586206896552,0.4482758620689655,0.8125,1.6830357142857142,0.18192627824019025,2.758620689655172,0.9053254437869822
frozenset({'crime'}),"frozenset({'superfund-right-to-sue', 'el-salvador-aid'})",0.6422413793103449,0.46551724137931033,0.4482758620689655,0.697986577181208,1.4993785732040765,0.14930142687277054,1.7697318007662837,0.9309545875810938
frozenset({'education-spending'}),frozenset({'crime'}),0.46551724137931033,0.6422413793103449,0.4482758620689655,0.962962962962963,1.4993785732040765,0.14930142687277054,9.659482758620705,0.6231389578163772
frozenset({'crime'}),frozenset({'education-spending'}),0.6422413793103449,0.46551724137931033,0.4482758620689655,0.697986577181208,1.4993785732040765,0.14930142687277054,1.7697318007662837,0.9309545875810938
frozenset({'aid-to-nicaraguan-contras'}),frozenset({'adoption-of-the-budget-resolution'}),0.5129310344827587,0.5301724137931034,0.4482758620689655,0.8739495798319327,1.6484252237480357,0.1763339774078478,3.7272988505747096,0.8076072157930565
frozenset({'adoption-of-the-budget-resolution'}),frozenset({'aid-to-nicaraguan-contras'}),0.5301724137931034,0.5129310344827587,0.4482758620689655,0.8455284552845529,1.6484252237480357,0.1763339774078478,3.1531306715063527,0.837244177840508
"frozenset({'export-administration-act-south-africa', 'aid-to-nicaraguan-contras'})",frozenset({'adoption-of-the-budget-resolution'}),0.5043103448275862,0.5301724137931034,0.4482758620689655,0.888888888888889,1.6766034327009938,0.18090442925089184,4.228448275862071,0.8141304347826088
"frozenset({'aid-to-nicaraguan-contras', 'adoption-of-the-budget-resolution'})",frozenset({'export-administration-act-south-africa'}),0.4482758620689655,0.8146551724137931,0.4482758620689655,1.0,1.2275132275132274,0.08308561236623063,inf,0.33593749999999983
"frozenset({'export-administration-act-south-africa', 'adoption-of-the-budget-resolution'})",frozenset({'aid-to-nicaraguan-contras'}),0.5258620689655172,0.5129310344827587,0.4482758620689655,0.8524590163934427,1.661936905909905,0.178544887039239,3.3012452107279704,0.840034965034965
frozenset({'aid-to-nicaraguan-contras'}),"frozenset({'export-administration-act-south-africa', 'adoption-of-the-budget-resolution'})",0.5129310344827587,0.5258620689655172,0.4482758620689655,0.8739495798319327,1.6619369059099047,0.178544887039239,3.76149425287356,0.8177331518039483
frozenset({'adoption-of-the-budget-resolution'}),"frozenset({'export-administration-act-south-africa', 'aid-to-nicaraguan-contras'})",0.5301724137931034,0.5043103448275862,0.4482758620689655,0.8455284552845529,1.6766034327009938,0.18090442925089184,3.2089382940108906,0.8589449541284405
frozenset({'aid-to-nicaraguan-contras'}),frozenset({'mx-missile'}),0.5129310344827587,0.4870689655172414,0.4482758620689655,0.8739495798319327,1.7943035621328176,0.1984430737217598,4.069252873563215,0.9088665759019742
frozenset({'mx-missile'}),frozenset({'aid-to-nicaraguan-contras'}),0.4870689655172414,0.5129310344827587,0.4482758620689655,0.9203539823008849,1.7943035621328176,0.1984430737217598,6.115421455938695,0.8630413703943114
"frozenset({'export-administration-act-south-africa', 'aid-to-nicaraguan-contras'})",frozenset({'anti-satellite-test-ban'}),0.5043103448275862,0.5344827586206896,0.44396551724137934,0.8803418803418804,1.647091259994486,0.17442033293697984,3.890394088669954,0.7925707049387929
"frozenset({'aid-to-nicaraguan-contras', 'anti-satellite-test-ban'})",frozenset({'export-administration-act-south-africa'}),0.44396551724137934,0.8146551724137931,0.44396551724137934,1.0,1.2275132275132274,0.08228671224732459,inf,0.3333333333333332
"frozenset({'export-administration-act-south-africa', 'anti-satellite-test-ban'})",frozenset({'aid-to-nicaraguan-contras'}),0.5301724137931034,0.5129310344827587,0.44396551724137934,0.83739837398374,1.632574981211997,0.1720236325802616,2.995474137931036,0.8247082925091297
frozenset({'aid-to-nicaraguan-contras'}),"frozenset({'export-administration-act-south-africa', 'anti-satellite-test-ban'})",0.5129310344827587,0.5301724137931034,0.44396551724137934,0.8655462184873949,1.632574981211997,0.1720236325802616,3.4943426724137914,0.7955150786150014
frozenset({'anti-satellite-test-ban'}),"frozenset({'export-administration-act-south-africa', 'aid-to-nicaraguan-contras'})",0.5344827586206896,0.5043103448275862,0.44396551724137934,0.8306451612903227,1.6470912599944862,0.17442033293697984,2.9269293924466364,0.8439410284070479
frozenset({'aid-to-nicaraguan-contras'}),frozenset({'anti-satellite-test-ban'}),0.5129310344827587,0.5344827586206896,0.44396551724137934,0.8655462184873949,1.6194090539441583,0.1698127229488704,3.462284482758619,0.7852908325457514
frozenset({'anti-satellite-test-ban'}),frozenset({'aid-to-nicaraguan-contras'}),0.5344827586206896,0.5129310344827587,0.44396551724137934,0.8306451612903227,1.6194090539441583,0.1698127229488704,2.876026272577999,0.8216468896080545
frozenset({'education-spending'}),frozenset({'el-salvador-aid'}),0.46551724137931033,0.5517241379310345,0.44396551724137934,0.9537037037037038,1.7285879629629632,0.18712841854934603,9.682758620689683,0.7886000626370184
frozenset({'el-salvador-aid'}),frozenset({'education-spending'}),0.5517241379310345,0.46551724137931033,0.44396551724137934,0.8046875000000001,1.7285879629629632,0.18712841854934603,2.736551724137933,0.9402539208364452
"frozenset({'superfund-right-to-sue', 'religious-groups-in-schools'})",frozenset({'el-salvador-aid'}),0.49137931034482757,0.5517241379310345,0.4396551724137931,0.8947368421052632,1.6217105263157896,0.16854934601664684,4.258620689655173,0.7537387836490529
"frozenset({'superfund-right-to-sue', 'el-salvador-aid'})",frozenset({'religious-groups-in-schools'}),0.46551724137931033,0.6422413793103449,0.4396551724137931,0.9444444444444444,1.4705443698732288,0.1406807372175981,6.43965517241379,0.5986717267552182
"frozenset({'religious-groups-in-schools', 'el-salvador-aid'})",frozenset({'superfund-right-to-sue'}),0.5129310344827587,0.5474137931034483,0.4396551724137931,0.857142857142857,1.5658042744656915,0.15886964922711055,3.1681034482758585,0.7418879056047197
frozenset({'superfund-right-to-sue'}),"frozenset({'religious-groups-in-schools', 'el-salvador-aid'})",0.5474137931034483,0.5129310344827587,0.4396551724137931,0.8031496062992126,1.5658042744656917,0.15886964922711055,2.474310344827586,0.7984126984126984
frozenset({'religious-groups-in-schools'}),"frozenset({'superfund-right-to-sue', 'el-salvador-aid'})",0.6422413793103449,0.46551724137931033,0.4396551724137931,0.6845637583892616,1.4705443698732288,0.1406807372175981,1.6944240645634627,0.894401133947555
frozenset({'el-salvador-aid'}),"frozenset({'superfund-right-to-sue', 'religious-groups-in-schools'})",0.5517241379310345,0.49137931034482757,0.4396551724137931,0.796875,1.6217105263157896,0.16854934601664684,2.503978779840849,0.8552036199095022
"frozenset({'export-administration-act-south-africa', 'aid-to-nicaraguan-contras'})",frozenset({'mx-missile'}),0.5043103448275862,0.4870689655172414,0.4396551724137931,0.8717948717948718,1.7898797367823918,0.19402125445897742,4.000862068965518,0.8902813299232737
"frozenset({'aid-to-nicaraguan-contras', 'mx-missile'})",frozenset({'export-administration-act-south-africa'}),0.4482758620689655,0.8146551724137931,0.4396551724137931,0.9807692307692307,1.2039072039072038,0.0744649227110582,9.637931034482735,0.3069852941176468
"frozenset({'export-administration-act-south-africa', 'mx-missile'})",frozenset({'aid-to-nicaraguan-contras'}),0.47844827586206895,0.5129310344827587,0.4396551724137931,0.918918918918919,1.7915057915057915,0.19424420332936976,6.00718390804598,0.8471074380165288
frozenset({'aid-to-nicaraguan-contras'}),"frozenset({'export-administration-act-south-africa', 'mx-missile'})",0.5129310344827587,0.47844827586206895,0.4396551724137931,0.857142857142857,1.7915057915057913,0.19424420332936976,3.6508620689655134,0.907079646017699
frozenset({'mx-missile'}),"frozenset({'export-administration-act-south-africa', 'aid-to-nicaraguan-contras'})",0.4870689655172414,0.5043103448275862,0.4396551724137931,0.9026548672566371,1.7898797367823915,0.19402125445897742,5.092084639498431,0.8603559070687098
"frozenset({'education-spending', 'el-salvador-aid'})",frozenset({'crime'}),0.44396551724137934,0.6422413793103449,0.4396551724137931,0.9902912621359222,1.541930018896201,0.15452214625445893,36.84913793103407,0.6320869433044534
"frozenset({'education-spending', 'crime'})",frozenset({'el-salvador-aid'}),0.4482758620689655,0.5517241379310345,0.4396551724137931,0.9807692307692307,1.7776442307692306,0.19233055885850178,23.310344827586157,0.7928921568627451
"frozenset({'el-salvador-aid', 'crime'})",frozenset({'education-spending'}),0.521551724137931,0.46551724137931033,0.4396551724137931,0.8429752066115702,1.8108356290174472,0.19686385255648037,3.403811252268602,0.9358770535241123
frozenset({'education-spending'}),"frozenset({'el-salvador-aid', 'crime'})",0.46551724137931033,0.521551724137931,0.4396551724137931,0.9444444444444444,1.810835629017447,0.19686385255648037,8.612068965517237,0.8377609108159392
frozenset({'el-salvador-aid'}),"frozenset({'education-spending', 'crime'})",0.5517241379310345,0.4482758620689655,0.4396551724137931,0.796875,1.7776442307692308,0.19233055885850178,2.716180371352785,0.975867269984917
frozenset({'crime'}),"frozenset({'education-spending', 'el-salvador-aid'})",0.6422413793103449,0.44396551724137934,0.4396551724137931,0.6845637583892616,1.5419300188962008,0.15452214625445893,1.7627476155539246,0.9824001889912589
frozenset({'education-spending'}),frozenset({'religious-groups-in-schools'}),0.46551724137931033,0.6422413793103449,0.4353448275862069,0.9351851851851852,1.456127268207805,0.13637039239001192,5.51970443349754,0.5860747365059087
frozenset({'religious-groups-in-schools'}),frozenset({'education-spending'}),0.6422413793103449,0.46551724137931033,0.4353448275862069,0.6778523489932886,1.4561272682078052,0.13637039239001192,1.6591235632183912,0.8755815340570204
frozenset({'anti-satellite-test-ban'}),frozenset({'adoption-of-the-budget-resolution'}),0.5344827586206896,0.5301724137931034,0.4267241379310345,0.7983870967741936,1.5059008654602677,0.14335612366230682,2.3303448275862078,0.7216610549943885
frozenset({'adoption-of-the-budget-resolution'}),frozenset({'anti-satellite-test-ban'}),0.5301724137931034,0.5344827586206896,0.4267241379310345,0.8048780487804879,1.5059008654602677,0.14335612366230682,2.385775862068966,0.7150403113705868
"frozenset({'export-administration-act-south-africa', 'anti-satellite-test-ban'})",frozenset({'adoption-of-the-budget-resolution'}),0.5301724137931034,0.5301724137931034,0.4267241379310345,0.8048780487804879,1.5181439619274244,0.1456413495838288,2.4078663793103456,0.7264386989157632
"frozenset({'export-administration-act-south-africa', 'adoption-of-the-budget-resolution'})",frozenset({'anti-satellite-test-ban'}),0.5258620689655172,0.5344827586206896,0.4267241379310345,0.8114754098360656,1.5182443151771552,0.14565992865636151,2.4692653673163423,0.7199265381083565
"frozenset({'anti-satellite-test-ban', 'adoption-of-the-budget-resolution'})",frozenset({'export-administration-act-south-africa'}),0.4267241379310345,0.8146551724137931,0.4267241379310345,1.0,1.2275132275132274,0.07909111177170036,inf,0.32330827067669177
frozenset({'anti-satellite-test-ban'}),"frozenset({'export-administration-act-south-africa', 'adoption-of-the-budget-resolution'})",0.5344827586206896,0.5258620689655172,0.4267241379310345,0.7983870967741936,1.5182443151771552,0.14565992865636151,2.3517241379310354,0.7332585110362889
frozenset({'adoption-of-the-budget-resolution'}),"frozenset({'export-administration-act-south-africa', 'anti-satellite-test-ban'})",0.5301724137931034,0.5301724137931034,0.4267241379310345,0.8048780487804879,1.5181439619274244,0.1456413495838288,2.4078663793103456,0.7264386989157632
"frozenset({'religious-groups-in-schools', 'el-salvador-aid'})",frozenset({'physician-fee-freeze'}),0.5129310344827587,0.4870689655172414,0.4267241379310345,0.8319327731092436,1.7080389677995091,0.17689134958382874,3.0519396551724127,0.8510771431125412
"frozenset({'religious-groups-in-schools', 'physician-fee-freeze'})",frozenset({'el-salvador-aid'}),0.4267241379310345,0.5517241379310345,0.4267241379310345,1.0,1.8125,0.19129013079667062,inf,0.7819548872180451
"frozenset({'el-salvador-aid', 'physician-fee-freeze'})",frozenset({'religious-groups-in-schools'}),0.46551724137931033,0.6422413793103449,0.4267241379310345,0.9166666666666666,1.4272930648769573,0.1277497027348395,4.293103448275859,0.5601173020527859
frozenset({'religious-groups-in-schools'}),"frozenset({'el-salvador-aid', 'physician-fee-freeze'})",0.6422413793103449,0.46551724137931033,0.4267241379310345,0.6644295302013422,1.4272930648769573,0.1277497027348395,1.5927586206896551,0.8368017524644031
frozenset({'el-salvador-aid'}),"frozenset({'religious-groups-in-schools', 'physician-fee-freeze'})",0.5517241379310345,0.4267241379310345,0.4267241379310345,0.7734375,1.8125,0.19129013079667062,2.530321046373365,1.0
frozenset({'physician-fee-freeze'}),"frozenset({'religious-groups-in-schools', 'el-salvador-aid'})",0.4870689655172414,0.5129310344827587,0.4267241379310345,0.8761061946902655,1.7080389677995091,0.17689134958382874,3.93134236453202,0.8081656905186315
frozenset({'religious-groups-in-schools'}),frozenset({'physician-fee-freeze'}),0.6422413793103449,0.4870689655172414,0.4267241379310345,0.6644295302013422,1.3641385044841716,0.11390829369797856,1.5285344827586205,0.7461360593890712
frozenset({'physician-fee-freeze'}),frozenset({'religious-groups-in-schools'}),0.4870689655172414,0.6422413793103449,0.4267241379310345,0.8761061946902655,1.3641385044841718,0.11390829369797856,2.88762315270936,0.5204142262965791
"frozenset({'superfund-right-to-sue', 'religious-groups-in-schools', 'el-salvador-aid'})",frozenset({'crime'}),0.4396551724137931,0.6422413793103449,0.4224137931034483,0.9607843137254902,1.4959863139886826,0.14004904875148633,9.122844827586212,0.591679748822606
"frozenset({'superfund-right-to-sue', 'religious-groups-in-schools', 'crime'})",frozenset({'el-salvador-aid'}),0.4482758620689655,0.5517241379310345,0.4224137931034483,0.9423076923076923,1.7079326923076923,0.17508917954815698,7.770114942528734,0.7512755102040817
"frozenset({'superfund-right-to-sue', 'el-salvador-aid', 'crime'})",frozenset({'religious-groups-in-schools'}),0.4482758620689655,0.6422413793103449,0.4224137931034483,0.9423076923076923,1.467217346411977,0.13451248513674197,6.201149425287354,0.5771683673469388
"frozenset({'religious-groups-in-schools', 'el-salvador-aid', 'crime'})",frozenset({'superfund-right-to-sue'}),0.4827586206896552,0.5474137931034483,0.4224137931034483,0.875,1.5984251968503937,0.15814506539833528,3.6206896551724137,0.7238095238095238
"frozenset({'superfund-right-to-sue', 'religious-groups-in-schools'})","frozenset({'el-salvador-aid', 'crime'})",0.49137931034482757,0.521551724137931,0.4224137931034483,0.8596491228070176,1.6482528635638682,0.166134066587396,3.4089439655172415,0.7732618471117262
"frozenset({'superfund-right-to-sue', 'el-salvador-aid'})","frozenset({'religious-groups-in-schools', 'crime'})",0.46551724137931033,0.5387931034482759,0.4224137931034483,0.9074074074074074,1.684148148148148,0.17159631391200952,4.981034482758622,0.7600394996708361
"frozenset({'superfund-right-to-sue', 'crime'})","frozenset({'religious-groups-in-schools', 'el-salvador-aid'})",0.4827586206896552,0.5129310344827587,0.4224137931034483,0.875,1.7058823529411762,0.17479191438763375,3.8965517241379306,0.8
"frozenset({'religious-groups-in-schools', 'el-salvador-aid'})","frozenset({'superfund-right-to-sue', 'crime'})",0.5129310344827587,0.4827586206896552,0.4224137931034483,0.8235294117647058,1.7058823529411764,0.17479191438763375,2.9310344827586197,0.8495575221238938
"frozenset({'religious-groups-in-schools', 'crime'})","frozenset({'superfund-right-to-sue', 'el-salvador-aid'})",0.5387931034482759,0.46551724137931033,0.4224137931034483,0.7839999999999999,1.684148148148148,0.17159631391200952,2.4744572158365257,0.8807934388708756
"frozenset({'el-salvador-aid', 'crime'})","frozenset({'superfund-right-to-sue', 'religious-groups-in-schools'})",0.521551724137931,0.49137931034482757,0.4224137931034483,0.8099173553719008,1.6482528635638682,0.166134066587396,2.675787106446776,0.8220261077403936
frozenset({'superfund-right-to-sue'}),"frozenset({'religious-groups-in-schools', 'el-salvador-aid', 'crime'})",0.5474137931034483,0.4827586206896552,0.4224137931034483,0.7716535433070866,1.5984251968503935,0.15814506539833528,2.265160523186682,0.8272108843537413
frozenset({'religious-groups-in-schools'}),"frozenset({'superfund-right-to-sue', 'el-salvador-aid', 'crime'})",0.6422413793103449,0.4482758620689655,0.4224137931034483,0.6577181208053691,1.467217346411977,0.13451248513674197,1.6118999323867476,0.890090976149496
frozenset({'el-salvador-aid'}),"frozenset({'superfund-right-to-sue', 'religious-groups-in-schools', 'crime'})",0.5517241379310345,0.4482758620689655,0.4224137931034483,0.765625,1.7079326923076923,0.17508917954815698,2.354022988505747,0.924646781789639
frozenset({'crime'}),"frozenset({'superfund-right-to-sue', 'religious-groups-in-schools', 'el-salvador-aid'})",0.6422413793103449,0.4396551724137931,0.4224137931034483,0.6577181208053691,1.4959863139886826,0.14004904875148633,1.6370858688302903,0.9267273174329974
"frozenset({'religious-groups-in-schools', 'crime'})",frozenset({'physician-fee-freeze'}),0.5387931034482759,0.4870689655172414,0.41810344827586204,0.7759999999999999,1.5932035398230087,0.15567404875148627,2.2898706896551717,0.80730320840158
"frozenset({'religious-groups-in-schools', 'physician-fee-freeze'})",frozenset({'crime'}),0.4267241379310345,0.6422413793103449,0.41810344827586204,0.9797979797979798,1.5255914853230288,0.1440435493460166,17.70905172413791,0.6009611658011005
"frozenset({'crime', 'physician-fee-freeze'})",frozenset({'religious-groups-in-schools'}),0.47844827586206895,0.6422413793103449,0.41810344827586204,0.8738738738738738,1.3606626760989176,0.11082416765755049,2.836514778325122,0.5082218624861548
