support,itemsets
0.30344827586206896,"frozenset({'physician-fee-freeze_y', 'handicapped-infants_n', 'religious-groups-in-schools_y'})"
0.3080459770114943,"frozenset({'physician-fee-freeze_y', 'handicapped-infants_n', 'crime_y'})"
0.33793103448275863,"frozenset({'el-salvador-aid_y', 'handicapped-infants_n', 'religious-groups-in-schools_y'})"
0.3103448275862069,"frozenset({'handicapped-infants_n', 'aid-to-nicaraguan-contras_n', 'el-salvador-aid_y'})"
0.3264367816091954,"frozenset({'mx-missile_n', 'handicapped-infants_n', 'el-salvador-aid_y'})"
0.30344827586206896,"frozenset({'handicapped-infants_n', 'superfund-right-to-sue_y', 'el-salvador-aid_y'})"
0.3333333333333333,"frozenset({'handicapped-infants_n', 'crime_y', 'el-salvador-aid_y'})"
0.30114942528735633,"frozenset({'handicapped-infants_n', 'anti-satellite-test-ban_n', 'religious-groups-in-schools_y'})"
0.30114942528735633,"frozenset({'handicapped-infants_n', 'aid-to-nicaraguan-contras_n', 'religious-groups-in-schools_y'})"
0.3264367816091954,"frozenset({'mx-missile_n', 'handicapped-infants_n', 'religious-groups-in-schools_y'})"
0.3195402298850575,"frozenset({'handicapped-infants_n', 'superfund-right-to-sue_y', 'religious-groups-in-schools_y'})"
0.3563218390804598,"frozenset({'handicapped-infants_n', 'crime_y', 'religious-groups-in-schools_y'})"
0.31494252873563217,"frozenset({'duty-free-exports_n', 'handicapped-infants_n', 'religious-groups-in-schools_y'})"
0.3057471264367816,"frozenset({'mx-missile_n', 'handicapped-infants_n', 'crime_y'})"
0.3103448275862069,"frozenset({'handicapped-infants_n', 'crime_y', 'superfund-right-to-sue_y'})"
0.3057471264367816,"frozenset({'duty-free-exports_n', 'handicapped-infants_n', 'crime_y'})"
0.3195402298850575,"frozenset({'physician-fee-freeze_n', 'adoption-of-the-budget-resolution_y', 'handicapped-infants_y'})"
0.31494252873563217,"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y', 'handicapped-infants_y'})"
0.3057471264367816,"frozenset({'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n', 'handicapped-infants_y'})"
0.32413793103448274,"frozenset({'physician-fee-freeze_y', 'adoption-of-the-budget-resolution_n', 'el-salvador-aid_y'})"
0.3080459770114943,"frozenset({'physician-fee-freeze_y', 'adoption-of-the-budget-resolution_n', 'religious-groups-in-schools_y'})"
0.3103448275862069,"frozenset({'mx-missile_n', 'adoption-of-the-budget-resolution_n', 'physician-fee-freeze_y'})"
0.31724137931034485,"frozenset({'physician-fee-freeze_y', 'adoption-of-the-budget-resolution_n', 'crime_y'})"
0.3264367816091954,"frozenset({'adoption-of-the-budget-resolution_n', 'el-salvador-aid_y', 'religious-groups-in-schools_y'})"
0.31494252873563217,"frozenset({'adoption-of-the-budget-resolution_n', 'aid-to-nicaraguan-contras_n', 'el-salvador-aid_y'})"
0.3310344827586207,"frozenset({'mx-missile_n', 'adoption-of-the-budget-resolution_n', 'el-salvador-aid_y'})"
0.335632183908046,"frozenset({'adoption-of-the-budget-resolution_n', 'crime_y', 'el-salvador-aid_y'})"
0.3057471264367816,"frozenset({'duty-free-exports_n', 'adoption-of-the-budget-resolution_n', 'el-salvador-aid_y'})"
0.30344827586206896,"frozenset({'adoption-of-the-budget-resolution_n', 'aid-to-nicaraguan-contras_n', 'religious-groups-in-schools_y'})"
0.31724137931034485,"frozenset({'mx-missile_n', 'adoption-of-the-budget-resolution_n', 'religious-groups-in-schools_y'})"
0.3264367816091954,"frozenset({'adoption-of-the-budget-resolution_n', 'crime_y', 'religious-groups-in-schools_y'})"
0.3103448275862069,"frozenset({'mx-missile_n', 'adoption-of-the-budget-resolution_n', 'aid-to-nicaraguan-contras_n'})"
0.3080459770114943,"frozenset({'adoption-of-the-budget-resolution_n', 'crime_y', 'aid-to-nicaraguan-contras_n'})"
0.3195402298850575,"frozenset({'mx-missile_n', 'adoption-of-the-budget-resolution_n', 'crime_y'})"
0.3103448275862069,"frozenset({'duty-free-exports_n', 'adoption-of-the-budget-resolution_n', 'crime_y'})"
0.4160919540229885,"frozenset({'physician-fee-freeze_n', 'adoption-of-the-budget-resolution_y', 'el-salvador-aid_n'})"
0.41839080459770117,"frozenset({'physician-fee-freeze_n', 'adoption-of-the-budget-resolution_y', 'anti-satellite-test-ban_y'})"
0.45517241379310347,"frozenset({'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n', 'adoption-of-the-budget-resolution_y'})"
0.3839080459770115,"frozenset({'physician-fee-freeze_n', 'adoption-of-the-budget-resolution_y', 'mx-missile_y'})"
0.42758620689655175,"frozenset({'physician-fee-freeze_n', 'adoption-of-the-budget-resolution_y', 'education-spending_n'})"
0.3724137931034483,"frozenset({'physician-fee-freeze_n', 'adoption-of-the-budget-resolution_y', 'superfund-right-to-sue_n'})"
0.3586206896551724,"frozenset({'physician-fee-freeze_n', 'adoption-of-the-budget-resolution_y', 'crime_n'})"
0.3218390804597701,"frozenset({'physician-fee-freeze_n', 'adoption-of-the-budget-resolution_y', 'duty-free-exports_y'})"
0.33793103448275863,"frozenset({'physician-fee-freeze_n', 'adoption-of-the-budget-resolution_y', 'export-administration-act-south-africa_y'})"
0.3931034482758621,"frozenset({'adoption-of-the-budget-resolution_y', 'anti-satellite-test-ban_y', 'el-salvador-aid_n'})"
0.42758620689655175,"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y', 'el-salvador-aid_n'})"
0.367816091954023,"frozenset({'adoption-of-the-budget-resolution_y', 'el-salvador-aid_n', 'mx-missile_y'})"
0.3701149425287356,"frozenset({'adoption-of-the-budget-resolution_y', 'education-spending_n', 'el-salvador-aid_n'})"
0.3471264367816092,"frozenset({'adoption-of-the-budget-resolution_y', 'superfund-right-to-sue_n', 'el-salvador-aid_n'})"
0.3310344827586207,"frozenset({'adoption-of-the-budget-resolution_y', 'crime_n', 'el-salvador-aid_n'})"
0.30344827586206896,"frozenset({'adoption-of-the-budget-resolution_y', 'export-administration-act-south-africa_y', 'el-salvador-aid_n'})"
0.4298850574712644,"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y', 'anti-satellite-test-ban_y'})"
0.3701149425287356,"frozenset({'adoption-of-the-budget-resolution_y', 'anti-satellite-test-ban_y', 'mx-missile_y'})"
0.3793103448275862,"frozenset({'adoption-of-the-budget-resolution_y', 'anti-satellite-test-ban_y', 'education-spending_n'})"
0.35172413793103446,"frozenset({'adoption-of-the-budget-resolution_y', 'anti-satellite-test-ban_y', 'superfund-right-to-sue_n'})"
0.32413793103448274,"frozenset({'adoption-of-the-budget-resolution_y', 'anti-satellite-test-ban_y', 'crime_n'})"
0.3218390804597701,"frozenset({'adoption-of-the-budget-resolution_y', 'anti-satellite-test-ban_y', 'export-administration-act-south-africa_y'})"
0.3931034482758621,"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y', 'mx-missile_y'})"
0.4114942528735632,"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y', 'education-spending_n'})"
0.3793103448275862,"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y', 'superfund-right-to-sue_n'})"
0.34942528735632183,"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y', 'crime_n'})"
0.31724137931034485,"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y', 'duty-free-exports_y'})"
0.3425287356321839,"frozenset({'aid-to-nicaraguan-contras_y', 'adoption-of-the-budget-resolution_y', 'export-administration-act-south-africa_y'})"
0.3563218390804598,"frozenset({'adoption-of-the-budget-resolution_y', 'education-spending_n', 'mx-missile_y'})"
0.31494252873563217,"frozenset({'adoption-of-the-budget-resolution_y', 'superfund-right-to-sue_n', 'mx-missile_y'})"
0.335632183908046,"frozenset({'adoption-of-the-budget-resolution_y', 'superfund-right-to-sue_n', 'education-spending_n'})"
0.32413793103448274,"frozenset({'adoption-of-the-budget-resolution_y', 'education-spending_n', 'crime_n'})"
0.31264367816091954,"frozenset({'adoption-of-the-budget-resolution_y', 'export-administration-act-south-africa_y', 'education-spending_n'})"
0.30114942528735633,"frozenset({'physician-fee-freeze_n', 'el-salvador-aid_n', 'religious-groups-in-schools_n'})"
0.4091954022988506,"frozenset({'physician-fee-freeze_n', 'anti-satellite-test-ban_y', 'el-salvador-aid_n'})"
0.4413793103448276,"frozenset({'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n', 'el-salvador-aid_n'})"
0.3839080459770115,"frozenset({'physician-fee-freeze_n', 'el-salvador-aid_n', 'mx-missile_y'})"
0.38620689655172413,"frozenset({'physician-fee-freeze_n', 'education-spending_n', 'el-salvador-aid_n'})"
0.36091954022988504,"frozenset({'physician-fee-freeze_n', 'superfund-right-to-sue_n', 'el-salvador-aid_n'})"
0.3425287356321839,"frozenset({'physician-fee-freeze_n', 'crime_n', 'el-salvador-aid_n'})"
0.31264367816091954,"frozenset({'physician-fee-freeze_n', 'duty-free-exports_y', 'el-salvador-aid_n'})"
0.3103448275862069,"frozenset({'physician-fee-freeze_n', 'export-administration-act-south-africa_y', 'el-salvador-aid_n'})"
0.3057471264367816,"frozenset({'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n', 'religious-groups-in-schools_n'})"
0.42528735632183906,"frozenset({'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n', 'anti-satellite-test-ban_y'})"
0.37471264367816093,"frozenset({'physician-fee-freeze_n', 'anti-satellite-test-ban_y', 'mx-missile_y'})"
0.38620689655172413,"frozenset({'physician-fee-freeze_n', 'anti-satellite-test-ban_y', 'education-spending_n'})"
0.3632183908045977,"frozenset({'physician-fee-freeze_n', 'anti-satellite-test-ban_y', 'superfund-right-to-sue_n'})"
0.335632183908046,"frozenset({'physician-fee-freeze_n', 'anti-satellite-test-ban_y', 'crime_n'})"
0.3080459770114943,"frozenset({'physician-fee-freeze_n', 'duty-free-exports_y', 'anti-satellite-test-ban_y'})"
0.31264367816091954,"frozenset({'physician-fee-freeze_n', 'anti-satellite-test-ban_y', 'export-administration-act-south-africa_y'})"
0.4,"frozenset({'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n', 'mx-missile_y'})"
0.4160919540229885,"frozenset({'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n', 'education-spending_n'})"
0.3816091954022989,"frozenset({'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n', 'superfund-right-to-sue_n'})"
0.3586206896551724,"frozenset({'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n', 'crime_n'})"
0.3264367816091954,"frozenset({'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n', 'duty-free-exports_y'})"
0.3264367816091954,"frozenset({'aid-to-nicaraguan-contras_y', 'physician-fee-freeze_n', 'export-administration-act-south-africa_y'})"
0.36551724137931035,"frozenset({'physician-fee-freeze_n', 'education-spending_n', 'mx-missile_y'})"
0.32873563218390806,"frozenset({'physician-fee-freeze_n', 'superfund-right-to-sue_n', 'mx-missile_y'})"
0.3080459770114943,"frozenset({'physician-fee-freeze_n', 'crime_n', 'mx-missile_y'})"
0.35172413793103446,"frozenset({'physician-fee-freeze_n', 'superfund-right-to-sue_n', 'education-spending_n'})"
0.33793103448275863,"frozenset({'physician-fee-freeze_n', 'education-spending_n', 'crime_n'})"
0.30344827586206896,"frozenset({'physician-fee-freeze_n', 'duty-free-exports_y', 'education-spending_n'})"
0.31494252873563217,"frozenset({'physician-fee-freeze_n', 'export-administration-act-south-africa_y', 'education-spending_n'})"
0.3103448275862069,"frozenset({'physician-fee-freeze_n', 'superfund-right-to-sue_n', 'crime_n'})"
0.3586206896551724,"frozenset({'physician-fee-freeze_y', 'el-salvador-aid_y', 'religious-groups-in-schools_y'})"
0.30344827586206896,"frozenset({'physician-fee-freeze_y', 'anti-satellite-test-ban_n', 'el-salvador-aid_y'})"
0.3264367816091954,"frozenset({'physician-fee-freeze_y', 'aid-to-nicaraguan-contras_n', 'el-salvador-aid_y'})"
0.35172413793103446,"frozenset({'mx-missile_n', 'physician-fee-freeze_y', 'el-salvador-aid_y'})"
0.30344827586206896,"frozenset({'physician-fee-freeze_y', 'synfuels-corporation-cutback_n', 'el-salvador-aid_y'})"
0.31724137931034485,"frozenset({'physician-fee-freeze_y', 'education-spending_y', 'el-salvador-aid_y'})"
0.32413793103448274,"frozenset({'physician-fee-freeze_y', 'superfund-right-to-sue_y', 'el-salvador-aid_y'})"
0.367816091954023,"frozenset({'physician-fee-freeze_y', 'crime_y', 'el-salvador-aid_y'})"
0.3310344827586207,"frozenset({'duty-free-exports_n', 'physician-fee-freeze_y', 'el-salvador-aid_y'})"
0.3080459770114943,"frozenset({'physician-fee-freeze_y', 'aid-to-nicaraguan-contras_n', 'religious-groups-in-schools_y'})"
