support,itemsets
0.5301724137931034,"frozenset({'export-administration-act-south-africa', 'anti-satellite-test-ban'})"
0.4482758620689655,"frozenset({'aid-to-nicaraguan-contras', 'mx-missile'})"
0.3017241379310345,"frozenset({'aid-to-nicaraguan-contras', 'immigration'})"
0.3232758620689655,"frozenset({'aid-to-nicaraguan-contras', 'duty-free-exports'})"
0.5043103448275862,"frozenset({'aid-to-nicaraguan-contras', 'export-administration-act-south-africa'})"
0.47844827586206895,"frozenset({'export-administration-act-south-africa', 'mx-missile'})"
0.3017241379310345,"frozenset({'superfund-right-to-sue', 'immigration'})"
0.36637931034482757,"frozenset({'crime', 'immigration'})"
0.4698275862068966,"frozenset({'immigration', 'export-administration-act-south-africa'})"
0.41379310344827586,"frozenset({'superfund-right-to-sue', 'education-spending'})"
0.4482758620689655,"frozenset({'crime', 'education-spending'})"
0.4827586206896552,"frozenset({'superfund-right-to-sue', 'crime'})"
0.375,"frozenset({'superfund-right-to-sue', 'export-administration-act-south-africa'})"
0.46551724137931033,"frozenset({'crime', 'export-administration-act-south-africa'})"
0.34913793103448276,"frozenset({'duty-free-exports', 'export-administration-act-south-africa'})"
0.3146551724137931,"frozenset({'handicapped-infants', 'adoption-of-the-budget-resolution', 'export-administration-act-south-africa'})"
0.30603448275862066,"frozenset({'handicapped-infants', 'export-administration-act-south-africa', 'anti-satellite-test-ban'})"
0.3017241379310345,"frozenset({'handicapped-infants', 'aid-to-nicaraguan-contras', 'export-administration-act-south-africa'})"
0.3879310344827586,"frozenset({'adoption-of-the-budget-resolution', 'aid-to-nicaraguan-contras', 'anti-satellite-test-ban'})"
0.3620689655172414,"frozenset({'adoption-of-the-budget-resolution', 'anti-satellite-test-ban', 'mx-missile'})"
0.4267241379310345,"frozenset({'export-administration-act-south-africa', 'adoption-of-the-budget-resolution', 'anti-satellite-test-ban'})"
0.3922413793103448,"frozenset({'adoption-of-the-budget-resolution', 'aid-to-nicaraguan-contras', 'mx-missile'})"
0.4482758620689655,"frozenset({'adoption-of-the-budget-resolution', 'aid-to-nicaraguan-contras', 'export-administration-act-south-africa'})"
0.41810344827586204,"frozenset({'adoption-of-the-budget-resolution', 'export-administration-act-south-africa', 'mx-missile'})"
0.3103448275862069,"frozenset({'adoption-of-the-budget-resolution', 'immigration', 'export-administration-act-south-africa'})"
0.3017241379310345,"frozenset({'adoption-of-the-budget-resolution', 'duty-free-exports', 'export-administration-act-south-africa'})"
0.4267241379310345,"frozenset({'physician-fee-freeze', 'el-salvador-aid', 'religious-groups-in-schools'})"
0.41379310344827586,"frozenset({'physician-fee-freeze', 'el-salvador-aid', 'education-spending'})"
0.4051724137931034,"frozenset({'superfund-right-to-sue', 'physician-fee-freeze', 'el-salvador-aid'})"
0.45689655172413796,"frozenset({'crime', 'physician-fee-freeze', 'el-salvador-aid'})"
0.3879310344827586,"frozenset({'physician-fee-freeze', 'education-spending', 'religious-groups-in-schools'})"
0.3793103448275862,"frozenset({'superfund-right-to-sue', 'physician-fee-freeze', 'religious-groups-in-schools'})"
0.41810344827586204,"frozenset({'crime', 'physician-fee-freeze', 'religious-groups-in-schools'})"
0.3706896551724138,"frozenset({'superfund-right-to-sue', 'physician-fee-freeze', 'education-spending'})"
0.40948275862068967,"frozenset({'crime', 'physician-fee-freeze', 'education-spending'})"
0.40086206896551724,"frozenset({'superfund-right-to-sue', 'physician-fee-freeze', 'crime'})"
0.3146551724137931,"frozenset({'crime', 'physician-fee-freeze', 'export-administration-act-south-africa'})"
0.41810344827586204,"frozenset({'el-salvador-aid', 'education-spending', 'religious-groups-in-schools'})"
0.4396551724137931,"frozenset({'superfund-right-to-sue', 'el-salvador-aid', 'religious-groups-in-schools'})"
0.4827586206896552,"frozenset({'crime', 'el-salvador-aid', 'religious-groups-in-schools'})"
0.3448275862068966,"frozenset({'export-administration-act-south-africa', 'el-salvador-aid', 'religious-groups-in-schools'})"
0.39655172413793105,"frozenset({'superfund-right-to-sue', 'el-salvador-aid', 'education-spending'})"
0.4396551724137931,"frozenset({'crime', 'el-salvador-aid', 'education-spending'})"
0.4482758620689655,"frozenset({'crime', 'el-salvador-aid', 'superfund-right-to-sue'})"
0.34913793103448276,"frozenset({'crime', 'el-salvador-aid', 'export-administration-act-south-africa'})"
0.3879310344827586,"frozenset({'superfund-right-to-sue', 'education-spending', 'religious-groups-in-schools'})"
0.41810344827586204,"frozenset({'crime', 'education-spending', 'religious-groups-in-schools'})"
0.4482758620689655,"frozenset({'crime', 'religious-groups-in-schools', 'superfund-right-to-sue'})"
0.3232758620689655,"frozenset({'superfund-right-to-sue', 'export-administration-act-south-africa', 'religious-groups-in-schools'})"
0.3706896551724138,"frozenset({'crime', 'export-administration-act-south-africa', 'religious-groups-in-schools'})"
0.3922413793103448,"frozenset({'aid-to-nicaraguan-contras', 'anti-satellite-test-ban', 'mx-missile'})"
0.44396551724137934,"frozenset({'anti-satellite-test-ban', 'export-administration-act-south-africa', 'aid-to-nicaraguan-contras'})"
0.41810344827586204,"frozenset({'export-administration-act-south-africa', 'anti-satellite-test-ban', 'mx-missile'})"
0.3103448275862069,"frozenset({'export-administration-act-south-africa', 'immigration', 'anti-satellite-test-ban'})"
0.4396551724137931,"frozenset({'aid-to-nicaraguan-contras', 'export-administration-act-south-africa', 'mx-missile'})"
0.3017241379310345,"frozenset({'aid-to-nicaraguan-contras', 'immigration', 'export-administration-act-south-africa'})"
0.3146551724137931,"frozenset({'aid-to-nicaraguan-contras', 'duty-free-exports', 'export-administration-act-south-africa'})"
0.40086206896551724,"frozenset({'superfund-right-to-sue', 'crime', 'education-spending'})"
0.3146551724137931,"frozenset({'superfund-right-to-sue', 'crime', 'export-administration-act-south-africa'})"
0.3448275862068966,"frozenset({'adoption-of-the-budget-resolution', 'aid-to-nicaraguan-contras', 'anti-satellite-test-ban', 'mx-missile'})"
0.3879310344827586,"frozenset({'adoption-of-the-budget-resolution', 'anti-satellite-test-ban', 'export-administration-act-south-africa', 'aid-to-nicaraguan-contras'})"
0.3620689655172414,"frozenset({'export-administration-act-south-africa', 'adoption-of-the-budget-resolution', 'anti-satellite-test-ban', 'mx-missile'})"
0.3922413793103448,"frozenset({'adoption-of-the-budget-resolution', 'aid-to-nicaraguan-contras', 'export-administration-act-south-africa', 'mx-missile'})"
0.3879310344827586,"frozenset({'physician-fee-freeze', 'el-salvador-aid', 'education-spending', 'religious-groups-in-schools'})"
0.3793103448275862,"frozenset({'superfund-right-to-sue', 'physician-fee-freeze', 'el-salvador-aid', 'religious-groups-in-schools'})"
0.41810344827586204,"frozenset({'crime', 'physician-fee-freeze', 'el-salvador-aid', 'religious-groups-in-schools'})"
0.3706896551724138,"frozenset({'superfund-right-to-sue', 'physician-fee-freeze', 'el-salvador-aid', 'education-spending'})"
0.40948275862068967,"frozenset({'crime', 'physician-fee-freeze', 'el-salvador-aid', 'education-spending'})"
0.39655172413793105,"frozenset({'crime', 'physician-fee-freeze', 'el-salvador-aid', 'superfund-right-to-sue'})"
0.34913793103448276,"frozenset({'superfund-right-to-sue', 'physician-fee-freeze', 'education-spending', 'religious-groups-in-schools'})"
0.38362068965517243,"frozenset({'crime', 'physician-fee-freeze', 'education-spending', 'religious-groups-in-schools'})"
0.3706896551724138,"frozenset({'crime', 'physician-fee-freeze', 'religious-groups-in-schools', 'superfund-right-to-sue'})"
0.36637931034482757,"frozenset({'superfund-right-to-sue', 'physician-fee-freeze', 'education-spending', 'crime'})"
0.375,"frozenset({'superfund-right-to-sue', 'el-salvador-aid', 'education-spending', 'religious-groups-in-schools'})"
0.41379310344827586,"frozenset({'crime', 'el-salvador-aid', 'education-spending', 'religious-groups-in-schools'})"
0.4224137931034483,"frozenset({'superfund-right-to-sue', 'el-salvador-aid', 'crime', 'religious-groups-in-schools'})"
0.31896551724137934,"frozenset({'crime', 'export-administration-act-south-africa', 'el-salvador-aid', 'religious-groups-in-schools'})"
0.3922413793103448,"frozenset({'crime', 'el-salvador-aid', 'education-spending', 'superfund-right-to-sue'})"
0.375,"frozenset({'crime', 'education-spending', 'religious-groups-in-schools', 'superfund-right-to-sue'})"
0.3922413793103448,"frozenset({'anti-satellite-test-ban', 'aid-to-nicaraguan-contras', 'export-administration-act-south-africa', 'mx-missile'})"
0.3448275862068966,"frozenset({'adoption-of-the-budget-resolution', 'export-administration-act-south-africa', 'anti-satellite-test-ban', 'mx-missile', 'aid-to-nicaraguan-contras'})"
0.34913793103448276,"frozenset({'education-spending', 'physician-fee-freeze', 'religious-groups-in-schools', 'superfund-right-to-sue', 'el-salvador-aid'})"
0.38362068965517243,"frozenset({'education-spending', 'physician-fee-freeze', 'religious-groups-in-schools', 'el-salvador-aid', 'crime'})"
0.3706896551724138,"frozenset({'physician-fee-freeze', 'religious-groups-in-schools', 'superfund-right-to-sue', 'el-salvador-aid', 'crime'})"
0.36637931034482757,"frozenset({'education-spending', 'physician-fee-freeze', 'superfund-right-to-sue', 'el-salvador-aid', 'crime'})"
0.3448275862068966,"frozenset({'education-spending', 'physician-fee-freeze', 'religious-groups-in-schools', 'superfund-right-to-sue', 'crime'})"
0.3706896551724138,"frozenset({'education-spending', 'religious-groups-in-schools', 'superfund-right-to-sue', 'el-salvador-aid', 'crime'})"
0.3448275862068966,"frozenset({'education-spending', 'physician-fee-freeze', 'religious-groups-in-schools', 'superfund-right-to-sue', 'el-salvador-aid', 'crime'})"
